2025-03-08 16:18:21,395 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-08 16:18:21,417 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-08 16:18:21,418 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-03-08 16:18:21,418 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-03-08 16:18:21,421 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-08 16:18:21,421 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-08 16:18:21,422 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-08 16:18:21,423 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-08 16:18:21,425 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-08 16:18:21,426 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-08 16:18:21,427 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-08 16:18:21,430 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-08 16:19:40,182 INFO  SwAddin.cs: 294 - Assembly export called for file arm_main
2025-03-08 16:19:40,183 INFO  SwAddin.cs: 299 - Save is required
2025-03-08 16:19:40,184 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-08 16:19:40,184 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-08 16:19:40,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_main
2025-03-08 16:19:40,200 INFO  ExportHelperExtension.cs: 1136 - Found 23 in arm_main
2025-03-08 16:19:40,201 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm_main
2025-03-08 16:19:40,201 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-08 16:19:40,202 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-03-08 16:19:40,203 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_main.stp-1
2025-03-08 16:19:40,203 INFO  ExportHelperExtension.cs: 1136 - Found 27 in arm_main.stp-1
2025-03-08 16:19:40,204 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm_main.stp-1
2025-03-08 16:19:40,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm_main
2025-03-08 16:19:40,204 INFO  ExportHelperExtension.cs: 1136 - Found 23 in arm_main
2025-03-08 16:19:40,205 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in arm_main
2025-03-08 16:19:40,205 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-08 16:19:40,205 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-03-08 16:19:40,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm_main.stp-1
2025-03-08 16:19:40,206 INFO  ExportHelperExtension.cs: 1136 - Found 27 in arm_main.stp-1
2025-03-08 16:19:40,206 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in arm_main.stp-1
2025-03-08 16:19:45,183 INFO  SwAddin.cs: 339 - Loading config tree
2025-03-08 16:19:45,188 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-03-08 16:19:45,199 INFO  SwAddin.cs: 344 - Showing property manager
2025-03-08 16:20:32,713 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2025-03-08 16:20:33,030 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-08 16:45:26,069 INFO  SwAddin.cs: 294 - Assembly export called for file arm_main.SLDASM
2025-03-08 16:45:26,070 INFO  SwAddin.cs: 299 - Save is required
2025-03-08 16:45:26,070 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-08 16:45:27,360 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-08 16:45:27,361 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_main.SLDASM
